B	https://github.com/seemoo-lab/openhaystack/issues/57#issuecomment-841642356	openhaystack issue 57 comment - CR2032 3-year estimate	2026-09-03	UNVERIFIED forum arithmetic: 230 mAh / ~9 uA average = ~1065 days; source of the widely repeated "3 years" claim
B	https://github.com/seemoo-lab/owl	owl - Open Apple Wireless Direct Link	2026-09-03	GPL-3.0; 1530 stars; last push 2026-08-17; sibling SEEMOO reverse-engineering project (AWDL, not Find My)
B	https://github.com/seemoo-lab/toothpicker	toothpicker	2026-09-03	MIT; 246 stars; last push 2021-09-21; SEEMOO iOS Bluetooth fuzzer
B	https://github.com/seemoo-lab/BTLEmap	BTLEmap	2026-09-03	Apache-2.0; 216 stars; last push 2024-06-11; the BLE scanner used in the PETS paper to capture OF advertisements
B	https://raw.githubusercontent.com/malmeloo/FindMy.py/main/findmy/scanner/scanner.py	FindMy.py scanner.py	2026-09-03	Status byte decode: bits 6-7 battery (Full/Medium/Low/Very Low), bits 4-5 device type (Apple Device/AirTag/Licensed 3rd Party/AirPods); nearby OF payload len 0x02 vs separated 0x19
D	https://www.ifixit.com/News/50145/airtag-teardown-part-one-yeah-this-tracks	AirTag Teardown: Yeah, This Tracks - iFixit	2026-09-03	Adds FPF2487 load switch; speaker is "a coil of copper" not piezo; CR2032 0.66 Wh user-replaceable
D	https://mfi.apple.com/en/faqs.html	MFi Program FAQs - Apple	2026-09-03	"The MFi Program is USD $99 ... per membership year"; per-unit royalties "only available under NDA"
D	https://github.com/seemoo-lab/openhaystack	OpenHaystack - seemoo-lab	2026-09-03	"Nearby iPhones will not be able to distinguish our accessories from a genuine Apple device"; nRF51/ESP32/Linux HCI
D	https://github.com/biemster/FindMy	biemster/FindMy	2026-09-03	"Lenze 17H66 is found in many 1$ tags obtained from Ali"; free Apple ID + SMS 2FA to fetch reports
D	https://positive.security/blog/find-you	Find You: Building a stealth AirTag clone - Positive Security	2026-09-03	ESP32+powerbank clone, 2000 rotating keys, "no way to distinguish genuine AirTags from clones via Bluetooth"
D	https://musings.martyn.berlin/3-or-less-location-tracking-without-a-mac	$3 or less location tracking without a mac	2026-09-03	AliExpress item 1005007391882805 shipped ST17H66; UART flash on P9/P10/GND/P15
D	https://hotairtag.com/fake-airtag/	How to Spot a Fake AirTag - HotAirTag	2026-09-03	Counterfeit shells "$3-$15 on AliExpress", "no Apple-certified Find My module", zero network capability
D	https://www.hotelexistence.ca/further-thoughts-on-stealth-airtags/	Further Thoughts on Stealth AirTags	2026-09-03	"Loshall" AliExpress tag mislabelled as Xiaomi; genuine AirTags "CAD$39"
D	https://electronics.alibaba.com/product/cheap-key-finder	Cheap Key Finder Buying Guide for B2B Buyers - Alibaba	2026-09-03	B2B tag price table w/ MOQ: $2.22-2.52 @100, $4.51-4.91 @200 (KKM), summary band $3.30-8.00
D	https://kingminson.com/	Shenzhen Kingminson Electronic - Apple Find My ODM	2026-09-03	Find My ODM: models M15/M13/M10/M06, 1300 sqm, 70 people, OEM-ready; MFi ID not disclosed
D	https://chipolo.net/en-us/pages/regulatory	Chipolo Regulatory	2026-09-03	Model-to-FCC-ID map: ONE Spot = 2AD85-C21M, CARD Spot = 2AD85-C21R, POP = C24W, LOOP = C24O, CARD = C24R
D	https://fccid.io/2AD85-C21M	FCC ID 2AD85-C21M Chipolo ONE Spot	2026-09-03	Grant 2021-05-05, 2402-2480 MHz; internal photos exhibit 5232705 (downloaded)
D	https://fccid.io/2AOKB-T87B0	FCC ID 2AOKB-T87B0 eufy SmartTrack Link	2026-09-03	Anker Innovations, grant 2022-05-25, 0.0023 W; internal photos 5895281 (downloaded)
D	https://fccid.io/2AQI5-CM816	FCC ID 2AQI5-CM816 UGREEN FineTrack Smart Finder	2026-09-03	Ugreen Group, grant 2024-11-20, 0.002 W; internal photos 7833668 annotate "RF Chip" + "PCB Antenna"
D	https://fccid.io/IHDT6AB3	FCC ID IHDT6AB3 Motorola moto tag	2026-09-03	Model XT2445-1, Sporton report EP441117A 2024-05-28; photos label separate UWB and BLE antennas
D	https://fccid.io/2AG5O-PB-531-BG	FCC ID 2AG5O-PB-531-BG Pebblebee Clip	2026-09-03	PB Inc, grant 2023-04-04, 0.00154 W; internal photos 6455481 (downloaded); schematics withheld
D	https://hotairtag.com/best-find-my-trackers/	Best Apple Find My Trackers in 2026 - HotAirTag	2026-09-03	Updated 2026-09-01; prices/specs for AirTag 2, Chipolo CARD/LOOP/Pop, eufy Link, Pebblebee Clip 5
D	https://hotairtag.com/best-dual-network-trackers/	Best Dual-Network Trackers: Find My + Find Hub (2026) - HotAirTag	2026-09-03	Updated 2026-07-30; Chipolo Pop $29 120 dB IP55, Pebblebee Clip 5 $35 97 dB, Card 5 1.8 mm, KeySmart, AirCard Pro
D	https://www.lcsc.com/product-detail/C141828.html	NRF52810-QFAA-R LCSC	2026-09-03	1+ $4.50, 100+ $2.0914, 1000+ $1.9043; 19,746 in stock
D	https://developers.google.com/nearby/fast-pair/specifications/extensions/fmdn	Find Hub Network Accessory Specification - Google	2026-09-03	FMDN spec; DULT compliance required for unwanted-tracking
D	https://www.nordicsemi.com/Nordic-news/2022/06/Nutale-Smart-Finder-uses-nRF52832-SoC	Nutale Smart Finder uses nRF52832 SoC - Nordic	2026-09-03	nRF52832, BT 5.3, max TX 4 dBm "meets the requirements of the Apple Find My network", >1 yr on CR2032
D	https://rollingsquare.com/products/aircardpro-dual	Rolling Square AirCard Pro Dual	2026-09-03	$39.90, 2.2 mm, 220 mAh Qi-rechargeable ~12 mo, 20 mm buzzer, Find My + Find Hub
D	https://www.eufy.com/products/t87b0011	eufy SmartTrack Link	2026-09-03	$19.99, replaceable CR2032 up to one year, Find My
D	https://howtogeek.com/ugreen-finetrack-slim-review/	Ugreen FineTrack Slim and Smart Finder Review - How-To Geek	2026-09-03	FineTrack Smart Finder $19.99 CR2032 up to 2 yr 80 dB; FineTrack Slim $23.99 1.7 mm IP68 rechargeable
D	https://www.smartprix.com/bytes/motorola-launches-new-bluetooth-tracker-with-google-find-my-device-support-and-uwb-technology/	Motorola launches moto tag with UWB	2026-09-03	$29.99 single / $99.99 4-pack, CR2032 replaceable, IP67, UWB ~10 m directional
D	https://technotrend.substack.com/p/motorola-moto-tag-brief-product-analysis	Motorola Moto Tag brief product analysis and quick teardown	2026-09-03	31.9 x 8 mm same as AirTag, CR2032; chip IDs (nRF52840 + Qorvo DW3210) cited by others, body paywalled
D	https://www.techradar.com/pro/phone-communications/apple-is-not-blocking-googles-find-my-device-network-and-airtag-clone-no-matter-what-google-says	Apple is not blocking Google's Find My Device network	2026-09-03	Context on cross-network politics; no evidence of Apple blocking clone hardware
F	https://www.apple.com/legal/intellectual-property/guidelinesfor3rdparties.html	Apple Legal - Guidelines for Using Apple Trademarks and Copyrights	2026-09-03	Primary. Referential use allowed ("compatible with"); no variations/takeoffs; no Apple mark in product or company name; no Apple mark as 2LD domain
F	https://www.apple.com/legal/intellectual-property/trademark/appletmlist.html	Apple Legal - Trademark List	2026-09-03	Primary. AirTag(R) generic term "accessories"; Find My(R) generic term "software feature"; list is non-exhaustive
F	https://uspto.report/TM/97086499	APPLE AIRTAG - Apple Inc. trademark registration (serial 97086499)	2026-09-03	US registration record for the AIRTAG mark
F	https://www.apple.com/newsroom/2021/04/apples-find-my-network-now-offers-new-third-party-finding-experiences/	Apple Newsroom - Find My network opens to third-party accessories	2026-09-03	Primary. "Works with Apple Find My" badge is granted to MFi-certified products only
F	https://es.scribd.com/document/691416525/Works-with-Apple-Find-My-Identity-Guidelines-March	Works with Apple Find My Identity Guidelines (third-party mirror)	2026-09-03	UNVERIFIED mirror of Apple badge identity guidelines; cited for existence only
F	https://developer.apple.com/find-my/	Apple Developer - Find My	2026-09-03	Primary. "enroll in the MFi Program to access the technical specifications"
F	https://mfi.apple.com/en/faqs.html	MFi Program FAQs	2026-09-03	Primary. $99/yr; online NDA; "The information shared under the MFi Program is Apple Confidential"
F	https://mfi.apple.com/en/help/login-help/MFi-Enrollment	MFi Program Enrollment	2026-09-03	Primary. Enrolment steps, NDA execution
F	https://www.bse-electronic.com/wp-content/uploads/2024/06/MFiContractv77.0.pdf	MFi Contract v7.0 (third-party mirror)	2026-09-03	UNVERIFIED mirror. Confidentiality agreement survives termination of the Use License
F	https://www.nordicsemi.com/Products/Technologies/Apple-Find-My-network	Nordic Semiconductor - Apple Find My network	2026-09-03	Primary vendor page. "You will need to have an active MFi licence to be granted access"; nRF54L15/52840/52833/52832
F	https://www.apple.com/legal/internet-services/icloud/en/terms.html	Apple iCloud Terms and Conditions	2026-09-03	Primary. V.B bars automated access to the Service; VI bars use outside the Agreement
F	https://en.wikipedia.org/wiki/Nominative_use	Nominative use (trademark doctrine)	2026-09-03	Background on New Kids on the Block 3-part test
F	https://www.inta.org/fact-sheets/fair-use-of-trademarks-intended-for-a-non-legal-audience/	INTA - Fair Use of Trademarks	2026-09-03	Nominative fair use explained for non-lawyers; compatibility claims
F	https://www.worldtrademarkreview.com/article/united-states-how-use-third-party-mark-without-infringing	WTR - How to use a third-party mark without infringing it	2026-09-03	US/EU comparison; "honest commercial practices"; Gillette compatibility example
F	https://patents.google.com/patent/US9479920B1/en	US 9,479,920 B1 - Power management in crowd-sourced lost-and-found service (Apple)	2026-09-03	Priority 2015-09-30, granted 2016-10-25, expiry ~2035. Spec: "the first signal source can be a Bluetooth low energy (BLE) tag"
F	https://patents.google.com/patent/US11889302B2/en	US 11,889,302 B2 - Maintenance of wireless devices (Apple)	2026-09-03	Priority 2020-08-28, granted 2024-01-30, expiry ~2041. Near-owner status bit in advertisement + broadcast-mode transitions on timeout
F	https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/11736938	US 11,736,938 - Maintenance of wireless devices (Apple)	2026-09-03	Same Apple family as US 11,889,302
F	https://patents.google.com/patent/US12073705B2/en	US 12,073,705 B2 - Separation alerts for notification while traveling (Apple)	2026-09-03	Priority 2021-05-07, granted 2024-08-27. Owner-side separation notifications
F	https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/12495353	US 12,495,353 - Non-waking maintenance of near owner state (Apple)	2026-09-03	Near-owner state maintenance family
F	https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/12170892	US 12,170,892 - Maintenance of wireless devices by electronic devices (Apple)	2026-09-03	Find My family
